id;type_panne;machine;gravite;duree_heures;date;site
2310;Panne Alectrique;Pompe;AlevAe;21.3;14032025;LLC
2311;Panne Alectrique;Pompe;AlevAe;25.61;29012025;
2312;Surchauffe moteur;Compresseur;Critique;47.81;25042024;
2321;Panne Alectrique;Pompe;Faible;4.94;26092023;
2327;Usure mAcanique;Convoyeur;AlevAe;46.48;16022024;
2331;ProblAme de;Convoyeur;AlevAe;15.75;30062024;
2334;ProblAme de;Compresseur;Faible;28.66;23122023;
2335;DAfaut logiciel;Pompe;Critique;21.62;22092023;
2341;DAfaillance capteur;Pompe;Faible;45.38;21122024;
2342;DAfaillance capteur;Pompe;AlevAe;24.43;3042025;
2343;Surchauffe moteur;Pompe;Moyenne;25.0;16102023;
2348;DAfaut logiciel;Pompe;AlevAe;25.98;10032025;
2349;DAfaut logiciel;Convoyeur;Moyenne;46.71;11022024;
2350;Surchauffe moteur;Pompe;AlevAe;44.87;9022025;
2361;Fuite hydraulique;Pompe;Critique;13.28;28022025;Inc
2362;Surchauffe moteur;Compresseur;AlevAe;35.68;9012025;
2363;Fuite hydraulique;Convoyeur;Faible;9.47;10122023;
2366;ProblAme de;Convoyeur;Critique;20.4;27112023;
2369;Usure mAcanique;Compresseur;AlevAe;22.65;8062024;LLC
2371;Surchauffe moteur;Convoyeur;AlevAe;15.11;30032024;Inc
Often;tough party;Convoyeur;Faible;37.9;31072023;
2375;DAfaut logiciel;Convoyeur;AlevAe;21.4;25122024;
2377;DAfaillance capteur;Compresseur;AlevAe;27.05;2122024;
2378;DAfaut logiciel;Convoyeur;Critique;11.2;2112023;
2380;ProblAme de;Convoyeur;Critique;34.78;6032024;
2382;Fuite hydraulique;Compresseur;Faible;18.91;15072024;Group
2385;DAfaillance capteur;Convoyeur;Faible;27.21;6052023;Group
2387;Panne Alectrique;Compresseur;Moyenne;40.53;18072024;
Rich;article phone;Convoyeur;Moyenne;8.95;12062023;
2396;DAfaillance capteur;Pompe;AlevAe;9.89;2122024;
2402;DAfaillance capteur;Convoyeur;Moyenne;26.11;24082023;
2404;DAfaillance capteur;Convoyeur;Moyenne;29.05;17012025;
2408;ProblAme de;Compresseur;Faible;12.21;7012024;LLC
2413;Surchauffe moteur;Compresseur;Moyenne;27.26;9022024;
2420;Surchauffe moteur;Convoyeur;Critique;12.68;14122023;
2422;ProblAme de;Convoyeur;Critique;42.39;16042025;
2423;Panne pneumatique;Convoyeur;AlevAe;31.31;10112024;
2425;Panne pneumatique;Pompe;Critique;13.29;22092024;
2427;Usure mAcanique;Compresseur;Moyenne;0.6;11072023;
2432;Fuite hydraulique;Compresseur;Moyenne;21.14;11052024;
2433;DAfaut logiciel;Compresseur;Faible;25.02;10112024;
2436;Surchauffe moteur;Pompe;Critique;43.41;11112023;
2438;DAfaillance capteur;Compresseur;Critique;45.38;9122024;
2441;Panne Alectrique;Pompe;AlevAe;34.53;30072024;Ltd
2442;Surchauffe moteur;Convoyeur;Critique;11.12;2022024;
2443;Panne pneumatique;Convoyeur;AlevAe;7.27;22092023;
2445;Fuite hydraulique;Compresseur;Critique;6.15;17112024;Ltd
2448;DAfaut logiciel;Compresseur;AlevAe;41.81;17112023;
2449;DAfaillance capteur;Compresseur;Faible;31.81;23102023;LLC
2450;DAfaillance capteur;Convoyeur;Faible;42.85;8072023;
2452;Panne pneumatique;Convoyeur;Critique;0.85;10082023;
2453;Surchauffe moteur;Convoyeur;Faible;38.85;2082023;PLC
2454;DAfaillance capteur;Compresseur;AlevAe;7.4;7052024;
2455;Panne pneumatique;Compresseur;AlevAe;26.57;26032025;
2459;Fuite hydraulique;Compresseur;Critique;17.52;21022024;Inc
2460;Panne pneumatique;Compresseur;Critique;30.9;20032024;
2462;Surchauffe moteur;Pompe;Critique;12.44;12052024;
2465;ProblAme de;Pompe;Critique;0.87;17102023;
2467;ProblAme de;Compresseur;Critique;17.16;26032025;
2468;DAfaut logiciel;Compresseur;AlevAe;12.98;8102024;PLC
2470;Surchauffe moteur;Convoyeur;Moyenne;3.63;24122023;
2471;Surchauffe moteur;Compresseur;Faible;18.32;15082024;
2474;DAfaillance capteur;Compresseur;Critique;43.56;6052023;PLC
2475;Fuite hydraulique;Compresseur;Moyenne;18.32;29092024;
2478;Panne pneumatique;Convoyeur;Faible;29.04;4012024;
2479;Fuite hydraulique;Pompe;Faible;12.91;12122024;
Hit;happy speak;Compresseur;Critique;44.3;22022025;
2482;DAfaut logiciel;Compresseur;Critique;25.54;13112023;PLC
2483;Panne Alectrique;Compresseur;AlevAe;25.94;1052023;
2486;DAfaut logiciel;Pompe;AlevAe;34.92;16112024;
2488;Surchauffe moteur;Convoyeur;Critique;41.32;12052024;
Cup;nothing tree;Compresseur;AlevAe;39.81;13032025;
2493;Panne pneumatique;Pompe;Critique;22.44;19082023;PLC
2497;DAfaut logiciel;Convoyeur;Faible;22.92;8022025;
2500;ProblAme de;Pompe;Faible;34.41;23112024;
Major;six type;Pompe;Moyenne;10.94;26032025;
2506;ProblAme de;Convoyeur;Faible;30.74;14032025;
2508;Surchauffe moteur;Pompe;Faible;38.04;7042025;
2510;Surchauffe moteur;Pompe;Faible;12.29;13062024;
2512;DAfaillance capteur;Compresseur;Critique;32.94;6062023;
2514;Panne Alectrique;Convoyeur;Critique;38.84;4122024;
2515;Fuite hydraulique;Pompe;Moyenne;34.48;28012025;
2520;Panne Alectrique;Convoyeur;Moyenne;19.86;29082024;
2523;Panne Alectrique;Compresseur;Faible;26.22;29042024;Ltd
2524;DAfaut logiciel;Compresseur;Faible;0.58;7022025;
2525;Panne pneumatique;Pompe;Moyenne;1.55;26072024;
2526;Panne Alectrique;Convoyeur;Faible;8.08;1022025;Ltd
2527;Fuite hydraulique;Convoyeur;Faible;22.91;14062023;Ltd
2529;ProblAme de;Compresseur;Faible;37.63;7012025;
2530;Fuite hydraulique;Convoyeur;Faible;2.54;23122023;
2531;Fuite hydraulique;Convoyeur;Critique;9.08;29112023;Inc
2532;ProblAme de;Pompe;AlevAe;21.32;16092024;
2536;Usure mAcanique;Compresseur;AlevAe;8.94;1052024;
Brother;street much;Compresseur;Critique;43.01;21122024;
2551;DAfaillance capteur;Pompe;Moyenne;10.43;15092024;
2553;Panne Alectrique;Pompe;AlevAe;14.62;7122023;
2555;Panne pneumatique;Pompe;Faible;11.42;31072023;LLC
2556;Panne Alectrique;Compresseur;Critique;23.97;13052023;
2560;ProblAme de;Compresseur;Moyenne;8.72;23012024;
2562;DAfaillance capteur;Convoyeur;Moyenne;32.77;27112024;
2563;Usure mAcanique;Pompe;Critique;27.67;26122024;
2565;DAfaillance capteur;Pompe;Moyenne;5.79;22102023;
2566;Panne Alectrique;Pompe;AlevAe;44.1;30072023;Group
2567;DAfaillance capteur;Convoyeur;Faible;19.73;3092023;
2569;Panne Alectrique;Convoyeur;Critique;6.13;6092023;
2571;DAfaillance capteur;Compresseur;Critique;40.48;8092024;Inc
2572;Panne Alectrique;Pompe;Faible;10.71;25072023;
2574;ProblAme de;Pompe;AlevAe;11.05;20102023;
2575;Surchauffe moteur;Compresseur;Moyenne;15.5;27092024;
2578;Fuite hydraulique;Convoyeur;AlevAe;12.74;11092024;
2579;DAfaillance capteur;Convoyeur;AlevAe;17.8;1032025;Ltd
2580;DAfaillance capteur;Compresseur;Critique;13.05;12012025;
2582;Fuite hydraulique;Convoyeur;Moyenne;24.63;17102024;
2583;ProblAme de;Pompe;Moyenne;0.7;1012024;
2586;Usure mAcanique;Pompe;Moyenne;30.74;16092023;Ltd
2587;DAfaillance capteur;Pompe;Critique;15.96;23112023;
2589;Panne Alectrique;Convoyeur;Moyenne;4.2;14112023;Inc
2590;Panne Alectrique;Convoyeur;Faible;12.69;25112024;
2593;Surchauffe moteur;Compresseur;AlevAe;14.44;3092023;Inc
2594;DAfaillance capteur;Convoyeur;Faible;36.54;29122024;
2600;ProblAme de;Compresseur;Faible;42.1;25042023;Group
2601;DAfaut logiciel;Compresseur;AlevAe;12.45;16072024;PLC
2604;ProblAme de;Compresseur;Critique;4.76;28012025;
2605;Usure mAcanique;Convoyeur;Moyenne;28.1;10012024;
2608;Usure mAcanique;Convoyeur;Critique;4.69;29082023;
2611;ProblAme de;Compresseur;Faible;18.03;8042024;
Pay;even husband;Pompe;Critique;0.86;11112023;
2616;Surchauffe moteur;Convoyeur;AlevAe;24.25;16112024;PLC
2617;DAfaillance capteur;Convoyeur;Critique;35.32;27022025;PLC
2618;Surchauffe moteur;Convoyeur;Moyenne;42.04;14022025;
2619;Panne pneumatique;Pompe;AlevAe;18.35;22012025;
2621;Panne Alectrique;Convoyeur;Moyenne;38.57;28072024;Group
2626;Panne Alectrique;Pompe;Moyenne;37.05;19062023;
2627;Panne Alectrique;Pompe;AlevAe;37.39;27072023;
Direction;no social;Pompe;AlevAe;29.95;28022025;Group
2630;DAfaillance capteur;Convoyeur;Moyenne;27.39;18022025;
2633;ProblAme de;Pompe;Faible;45.6;30122024;
2634;Fuite hydraulique;Convoyeur;Critique;20.25;1012025;Ltd
2639;Surchauffe moteur;Convoyeur;Critique;35.54;18022025;
2642;Panne pneumatique;Convoyeur;AlevAe;40.25;4082023;
2648;Panne Alectrique;Convoyeur;Moyenne;30.52;18082024;
2660;DAfaillance capteur;Pompe;Faible;32.94;10092024;PLC
Ground;candidate health;Compresseur;Faible;32.53;26112023;
2668;Surchauffe moteur;Pompe;Moyenne;18.01;7062023;
2670;ProblAme de;Pompe;Critique;43.86;16072023;
2673;Usure mAcanique;Compresseur;AlevAe;32.78;7072024;
2675;DAfaillance capteur;Compresseur;Critique;42.82;29112023;
2678;ProblAme de;Pompe;Faible;11.21;10062023;
2679;DAfaut logiciel;Convoyeur;Faible;7.04;7012024;
2680;DAfaillance capteur;Compresseur;Critique;37.42;4052023;
2683;Usure mAcanique;Convoyeur;Faible;16.39;14052024;
2684;Panne Alectrique;Pompe;Faible;39.75;20062024;
2688;Surchauffe moteur;Convoyeur;Faible;21.71;17082024;
2694;Fuite hydraulique;Pompe;AlevAe;30.26;17012025;
2696;Fuite hydraulique;Pompe;AlevAe;14.84;27112023;
2701;ProblAme de;Convoyeur;Critique;35.11;15052023;Inc
2704;DAfaillance capteur;Convoyeur;Moyenne;35.82;30072023;
2705;Surchauffe moteur;Convoyeur;Critique;41.31;10012025;Ltd
2710;DAfaillance capteur;Convoyeur;AlevAe;25.64;6062023;
2715;Fuite hydraulique;Convoyeur;Faible;36.55;31102024;LLC
2717;Panne pneumatique;Compresseur;Moyenne;34.37;2042024;
2721;Fuite hydraulique;Compresseur;Critique;30.96;11032025;
2725;Fuite hydraulique;Pompe;Moyenne;46.44;9052024;
2727;Usure mAcanique;Pompe;AlevAe;38.5;15062024;PLC
2728;Fuite hydraulique;Convoyeur;AlevAe;23.85;13072023;LLC
2733;ProblAme de;Compresseur;Faible;37.49;29062024;Inc
2734;Fuite hydraulique;Compresseur;Critique;40.92;11102024;PLC
2735;Panne Alectrique;Compresseur;Moyenne;46.11;9062024;Ltd
Job;student cell;Compresseur;Moyenne;32.16;1052023;
2738;Panne Alectrique;Convoyeur;Moyenne;47.44;16082024;
2743;Fuite hydraulique;Compresseur;Critique;5.29;3122024;PLC
2744;Panne Alectrique;Compresseur;Faible;10.3;20012025;
2745;DAfaillance capteur;Compresseur;Moyenne;8.68;21102023;
2748;Fuite hydraulique;Convoyeur;Faible;4.57;29012024;
2751;DAfaut logiciel;Compresseur;Moyenne;43.26;14082023;
2752;Panne pneumatique;Compresseur;AlevAe;15.33;2112023;Ltd
2753;Usure mAcanique;Compresseur;Faible;5.07;28042024;Inc
2760;Usure mAcanique;Convoyeur;AlevAe;34.5;26022024;Group
2767;Fuite hydraulique;Pompe;AlevAe;32.37;17112023;
2771;Usure mAcanique;Convoyeur;Moyenne;43.9;19022025;
One;in man;Convoyeur;AlevAe;30.42;2062024;
2776;Usure mAcanique;Compresseur;Moyenne;37.12;12072023;
2778;DAfaut logiciel;Convoyeur;Faible;7.89;13042024;PLC
2779;DAfaillance capteur;Convoyeur;Moyenne;22.39;26122024;
2780;ProblAme de;Convoyeur;Critique;27.86;20012025;
2781;Surchauffe moteur;Compresseur;Critique;14.46;17102023;
2782;Usure mAcanique;Pompe;AlevAe;18.92;13072023;
2785;DAfaut logiciel;Convoyeur;Moyenne;14.61;6062023;LLC
2786;Fuite hydraulique;Compresseur;Moyenne;23.29;24042023;
2789;ProblAme de;Compresseur;Faible;6.12;4022025;
2791;DAfaut logiciel;Pompe;Critique;5.13;14092024;
2795;Usure mAcanique;Convoyeur;AlevAe;32.75;30082024;
2796;ProblAme de;Compresseur;Faible;30.0;20052023;PLC
2798;Usure mAcanique;Pompe;Moyenne;36.37;11062023;Ltd
2800;ProblAme de;Pompe;AlevAe;35.41;3092024;
2801;DAfaut logiciel;Pompe;Moyenne;13.84;20122023;Ltd
2808;Panne Alectrique;Pompe;Critique;4.79;6022024;
2809;Surchauffe moteur;Pompe;Critique;16.76;17062023;
2812;DAfaut logiciel;Pompe;Critique;4.15;30112023;Ltd
2814;DAfaillance capteur;Convoyeur;AlevAe;31.85;6122023;Ltd
2815;Usure mAcanique;Pompe;AlevAe;41.99;25022025;
2816;Panne Alectrique;Convoyeur;Moyenne;23.79;4122023;
2821;Panne Alectrique;Compresseur;Faible;4.85;2052024;
2824;DAfaillance capteur;Compresseur;AlevAe;24.52;5122024;
2825;DAfaillance capteur;Pompe;AlevAe;40.61;22012025;
2829;Usure mAcanique;Compresseur;Critique;34.38;30102023;Group order available
2838;Panne pneumatique;Convoyeur;Moyenne;44.55;17062023;
2839;DAfaillance capteur;Pompe;AlevAe;9.1;3052023;Ltd
2843;Fuite hydraulique;Pompe;Faible;11.89;9122024;Group
2849;Panne Alectrique;Compresseur;Faible;7.36;16082024;
2855;DAfaillance capteur;Compresseur;Critique;28.76;30052024;
2856;DAfaillance capteur;Pompe;Critique;4.87;27102024;
2857;Fuite hydraulique;Pompe;Moyenne;37.72;20042025;
2864;DAfaillance capteur;Pompe;Critique;29.11;13112023;
2865;Fuite hydraulique;Convoyeur;Faible;46.69;5112024;LLC
2869;DAfaillance capteur;Compresseur;AlevAe;14.41;7042024;LLC
2871;Panne Alectrique;Compresseur;Moyenne;26.87;16072024;
2873;Usure mAcanique;Pompe;Faible;10.08;29052023;
Consider;bar create;Convoyeur;Critique;40.24;19102023;Ltd
2876;ProblAme de;Pompe;Faible;8.0;4022024;
2878;Usure mAcanique;Convoyeur;AlevAe;24.61;16092024;
2880;Surchauffe moteur;Pompe;Faible;47.51;14112024;
2881;Panne pneumatique;Convoyeur;Faible;18.37;18082023;
2882;DAfaillance capteur;Pompe;Moyenne;13.85;10022025;
2885;Panne pneumatique;Convoyeur;Faible;41.67;16032024;
2894;DAfaillance capteur;Pompe;Faible;46.19;29102024;
2895;ProblAme de;Pompe;Moyenne;5.46;1012025;
2897;Surchauffe moteur;Compresseur;Faible;2.87;28022025;Group
2900;ProblAme de;Compresseur;Moyenne;24.4;22052023;PLC
2902;DAfaut logiciel;Pompe;Critique;42.8;7082023;Ltd
2903;Panne pneumatique;Compresseur;Moyenne;43.3;15032024;LLC
2907;Fuite hydraulique;Compresseur;AlevAe;11.97;12032024;
2911;ProblAme de;Compresseur;Moyenne;16.25;3042025;Ltd
2913;Panne Alectrique;Convoyeur;Critique;47.51;21032024;PLC
2916;ProblAme de;Convoyeur;AlevAe;37.92;17102023;
2919;Usure mAcanique;Convoyeur;AlevAe;17.12;12082023;
Recognize;opportunity hundred;Compresseur;AlevAe;17.59;22102024;
2926;DAfaillance capteur;Convoyeur;Faible;24.96;8082024;
2928;DAfaillance capteur;Pompe;Critique;32.06;23062024;
2936;Surchauffe moteur;Compresseur;AlevAe;8.11;23042023;LLC
2945;Usure mAcanique;Convoyeur;Moyenne;16.25;5092024;Group
2947;Panne Alectrique;Convoyeur;Faible;23.46;27072024;
2951;Fuite hydraulique;Convoyeur;Moyenne;6.36;29102023;
2952;DAfaut logiciel;Pompe;AlevAe;12.0;25082023;Group
2954;Surchauffe moteur;Convoyeur;Critique;0.68;12102024;
2956;DAfaut logiciel;Compresseur;Moyenne;43.06;19032024;
2959;Panne Alectrique;Convoyeur;Moyenne;30.11;31052023;
2963;DAfaut logiciel;Pompe;Faible;25.18;5072024;
2964;Fuite hydraulique;Compresseur;Faible;3.73;12022025;
2967;DAfaut logiciel;Pompe;Moyenne;37.72;21042025;
2970;Surchauffe moteur;Pompe;Faible;37.26;9022024;
2974;Panne pneumatique;Pompe;Critique;7.34;9032024;
2976;DAfaut logiciel;Compresseur;Moyenne;14.17;10022025;
2977;DAfaut logiciel;Pompe;AlevAe;12.1;3032025;
2979;DAfaut logiciel;Pompe;Critique;32.77;19042024;
2980;DAfaut logiciel;Compresseur;Moyenne;41.24;14062023;
2981;DAfaillance capteur;Pompe;AlevAe;28.46;12112023;
2983;ProblAme de;Pompe;Moyenne;24.81;29042023;Including late himself
2984;Fuite hydraulique;Pompe;Moyenne;35.25;24072024;
2989;ProblAme de;Convoyeur;Faible;34.44;20032024;PLC
2993;ProblAme de;Compresseur;AlevAe;26.05;11062023;
2995;DAfaut logiciel;Convoyeur;Moyenne;43.84;4042024;
2999;Panne Alectrique;Compresseur;Critique;44.5;13112023;PLC
3007;Fuite hydraulique;Convoyeur;Moyenne;12.96;24012024;Inc
3008;DAfaillance capteur;Compresseur;AlevAe;44.32;14082024;
3012;Panne Alectrique;Compresseur;Faible;40.77;21022024;
3018;DAfaut logiciel;Convoyeur;Faible;43.92;29092023;
3020;Panne Alectrique;Compresseur;AlevAe;22.95;7062023;PLC
3021;DAfaillance capteur;Compresseur;Critique;44.31;23112023;
3022;Panne pneumatique;Pompe;Critique;5.34;13042024;
3023;Surchauffe moteur;Convoyeur;Critique;26.71;27052024;
3031;Panne Alectrique;Compresseur;Moyenne;43.42;22092023;Ltd
3033;Usure mAcanique;Compresseur;Critique;16.18;28062024;
3034;Surchauffe moteur;Convoyeur;Critique;17.48;5042024;
3041;ProblAme de;Compresseur;AlevAe;11.69;7032024;
3042;DAfaut logiciel;Convoyeur;AlevAe;35.8;11072023;Group
3043;Surchauffe moteur;Pompe;Moyenne;42.27;2092024;
Suffer;join loss;Convoyeur;Faible;29.61;18012024;Inc
3049;Panne pneumatique;Compresseur;Faible;34.47;3042024;
3053;ProblAme de;Convoyeur;Faible;29.0;23022025;PLC
3055;Fuite hydraulique;Convoyeur;AlevAe;18.29;10122023;
3061;Usure mAcanique;Pompe;Moyenne;9.79;17072023;
3062;DAfaillance capteur;Pompe;Faible;23.62;15022025;
3063;ProblAme de;Pompe;Critique;12.15;27062024;
3064;Fuite hydraulique;Convoyeur;AlevAe;2.89;8092023;
3065;ProblAme de;Convoyeur;Faible;18.34;16092024;Ltd
3066;Surchauffe moteur;Pompe;Moyenne;33.53;11062024;
3069;Surchauffe moteur;Convoyeur;Faible;33.62;12032025;
3070;DAfaillance capteur;Pompe;Moyenne;15.43;4122024;
3087;Panne Alectrique;Convoyeur;Faible;33.25;9012024;
3088;Surchauffe moteur;Pompe;Faible;26.79;3112024;
3089;DAfaillance capteur;Pompe;AlevAe;28.69;8102023;
3090;DAfaillance capteur;Convoyeur;Faible;16.56;28032025;
3092;ProblAme de;Convoyeur;Critique;7.64;9062024;
3094;DAfaut logiciel;Compresseur;AlevAe;12.09;22112023;
3095;Panne Alectrique;Pompe;Faible;19.65;25082024;
3099;ProblAme de;Pompe;Moyenne;27.12;26092023;
3103;Surchauffe moteur;Compresseur;Faible;6.44;24032025;
3105;DAfaillance capteur;Convoyeur;Moyenne;9.53;27032024;
3106;Usure mAcanique;Pompe;Critique;19.51;4022025;Inc
3112;Fuite hydraulique;Pompe;AlevAe;31.77;27122024;
3115;Panne pneumatique;Pompe;Faible;33.89;1082024;
3117;Surchauffe moteur;Compresseur;AlevAe;24.33;14042025;
3122;Fuite hydraulique;Convoyeur;Faible;15.4;10052023;PLC
3124;ProblAme de;Pompe;Critique;36.96;7122024;
3128;Surchauffe moteur;Compresseur;AlevAe;17.35;21062024;Group
3129;Fuite hydraulique;Convoyeur;AlevAe;3.29;4072023;
3130;Fuite hydraulique;Pompe;Moyenne;10.93;26102024;
3132;DAfaillance capteur;Convoyeur;Faible;39.37;5062024;
3137;DAfaut logiciel;Convoyeur;Faible;36.15;8032024;
3140;Fuite hydraulique;Convoyeur;Moyenne;15.78;21052023;PLC
3146;Panne pneumatique;Convoyeur;Moyenne;35.62;9072023;PLC
3147;ProblAme de;Convoyeur;Critique;37.67;18122023;Group
3150;Fuite hydraulique;Pompe;AlevAe;21.24;5072024;
3151;Usure mAcanique;Convoyeur;Moyenne;19.53;8032024;Inc
3152;DAfaillance capteur;Pompe;Moyenne;32.59;4042025;PLC
3157;DAfaillance capteur;Convoyeur;AlevAe;28.68;12032025;Ltd
3161;Usure mAcanique;Compresseur;Critique;44.54;13052023;
3170;DAfaut logiciel;Convoyeur;Critique;23.1;28062024;LLC
3171;Surchauffe moteur;Convoyeur;Faible;32.68;30072023;
We;son assume;Pompe;Moyenne;31.21;17062024;Ltd
3175;Surchauffe moteur;Convoyeur;Moyenne;21.31;8052023;
3177;Panne pneumatique;Convoyeur;AlevAe;14.45;26012024;Inc
3178;Surchauffe moteur;Compresseur;Moyenne;26.72;26032025;
3179;DAfaut logiciel;Convoyeur;Faible;35.07;8112023;
3180;Fuite hydraulique;Convoyeur;Moyenne;23.6;15012024;Ltd
3187;DAfaut logiciel;Convoyeur;Critique;42.96;5122024;
3190;DAfaillance capteur;Compresseur;Critique;46.1;2082024;
3191;Surchauffe moteur;Pompe;Faible;3.14;13062023;
3196;DAfaut logiciel;Convoyeur;Critique;36.58;4112023;
Expect;friend view;Compresseur;AlevAe;43.21;22012024;Inc
3200;Panne pneumatique;Pompe;AlevAe;47.56;29042023;
3205;Fuite hydraulique;Convoyeur;Critique;5.71;25022024;
3208;Panne pneumatique;Compresseur;AlevAe;33.14;8042024;
3209;DAfaut logiciel;Compresseur;AlevAe;40.16;13112023;
3210;Fuite hydraulique;Convoyeur;AlevAe;31.13;7022025;
3212;Panne pneumatique;Convoyeur;Critique;4.27;1112023;
3216;Fuite hydraulique;Convoyeur;Moyenne;32.37;5032025;Inc
3218;DAfaillance capteur;Pompe;Moyenne;19.72;2102024;
3220;Fuite hydraulique;Pompe;Moyenne;5.05;22092023;
3223;Usure mAcanique;Pompe;Critique;43.18;4032025;
3224;ProblAme de;Pompe;AlevAe;47.75;28022025;
3228;Panne Alectrique;Pompe;AlevAe;45.51;11092024;
3232;Usure mAcanique;Pompe;AlevAe;33.02;31102023;
3233;Fuite hydraulique;Convoyeur;Critique;12.41;18072024;PLC
3241;Fuite hydraulique;Pompe;Critique;21.46;25032024;
3246;ProblAme de;Pompe;Moyenne;37.31;20052023;
3248;Usure mAcanique;Convoyeur;Moyenne;8.57;18082023;
3249;Panne pneumatique;Convoyeur;Faible;39.24;21062024;
3253;Panne Alectrique;Compresseur;Critique;2.69;7032024;Inc
3255;Usure mAcanique;Compresseur;Critique;8.67;6022024;
3257;Panne pneumatique;Pompe;Critique;7.35;6092023;
3258;Surchauffe moteur;Convoyeur;Critique;17.69;22112024;PLC
3259;Fuite hydraulique;Compresseur;Moyenne;33.82;12082024;
3263;DAfaut logiciel;Pompe;Faible;8.89;23022024;
3265;Surchauffe moteur;Convoyeur;Faible;45.24;18052023;
3267;Usure mAcanique;Pompe;Critique;14.39;6102024;
3268;ProblAme de;Pompe;Moyenne;23.91;20032024;Inc
3272;ProblAme de;Pompe;Critique;24.06;30102024;PLC
3273;DAfaut logiciel;Convoyeur;AlevAe;33.79;16062023;PLC
3274;Panne pneumatique;Convoyeur;Faible;39.48;10022025;Ltd
3277;ProblAme de;Pompe;AlevAe;33.0;15062023;Inc
3278;DAfaillance capteur;Pompe;Critique;22.29;9082024;
3280;DAfaillance capteur;Pompe;Critique;45.22;5112024;
3281;ProblAme de;Convoyeur;AlevAe;23.95;8112023;
3283;Panne pneumatique;Compresseur;Critique;42.48;20012025;
3287;Panne Alectrique;Compresseur;Faible;46.19;31072023;
3293;Fuite hydraulique;Pompe;Moyenne;26.82;27032025;
Garden;do factor;Convoyeur;Critique;47.5;29042024;
3299;Usure mAcanique;Pompe;Faible;32.76;22062023;
3300;DAfaut logiciel;Convoyeur;Moyenne;9.1;20072023;
3301;DAfaut logiciel;Compresseur;AlevAe;42.46;18032025;
3307;Panne pneumatique;Compresseur;Faible;8.3;1042024;
3310;Usure mAcanique;Convoyeur;Faible;13.95;21012025;Ltd
3311;Surchauffe moteur;Convoyeur;Critique;5.15;15092023;
3316;Panne pneumatique;Compresseur;Critique;39.32;16062023;Inc
3317;Panne Alectrique;Convoyeur;AlevAe;40.97;6022024;
3319;Usure mAcanique;Pompe;Moyenne;25.65;2122023;
3326;Panne pneumatique;Pompe;AlevAe;17.45;9122024;
3327;Panne pneumatique;Pompe;Faible;6.21;11092024;
3333;DAfaut logiciel;Compresseur;Faible;9.44;30042024;
3335;Panne pneumatique;Pompe;Critique;47.34;21072023;
3337;Usure mAcanique;Convoyeur;Moyenne;16.13;26092023;Include move join
3339;DAfaillance capteur;Convoyeur;Critique;35.24;22122024;Inc
3343;Fuite hydraulique;Convoyeur;Moyenne;9.64;16092023;
3344;Fuite hydraulique;Pompe;Critique;13.36;13032024;
3345;Fuite hydraulique;Pompe;Faible;5.65;5032024;
3347;ProblAme de;Compresseur;Moyenne;41.1;3032025;
3348;Fuite hydraulique;Convoyeur;Critique;39.47;16112024;PLC
3353;Surchauffe moteur;Convoyeur;Critique;11.91;29032024;
3354;Fuite hydraulique;Compresseur;Faible;36.68;4092023;
3355;ProblAme de;Compresseur;Critique;19.13;23032025;
3356;Fuite hydraulique;Pompe;Critique;44.49;14022025;
3359;DAfaillance capteur;Compresseur;Critique;40.84;18102023;
3360;Usure mAcanique;Compresseur;Moyenne;21.96;11022025;
3361;Panne Alectrique;Compresseur;AlevAe;20.34;19092024;
Magazine;edge see;Pompe;Moyenne;24.07;17032025;Group
3364;Panne Alectrique;Compresseur;Critique;11.27;4072024;
3370;Fuite hydraulique;Convoyeur;Moyenne;45.52;20052024;
Poor;fish former;Pompe;Faible;34.41;14032025;Inc
3376;ProblAme de;Compresseur;Faible;16.2;14052024;
3377;Surchauffe moteur;Convoyeur;Moyenne;45.54;23112023;
3379;Fuite hydraulique;Pompe;Faible;44.85;27082023;Ltd
3381;DAfaillance capteur;Convoyeur;Critique;12.77;17052024;
3385;Fuite hydraulique;Compresseur;Faible;44.33;21122024;
3388;DAfaut logiciel;Compresseur;Critique;1.74;17062024;LLC
3392;Surchauffe moteur;Pompe;Moyenne;7.01;22062023;
3394;Panne pneumatique;Pompe;Critique;46.74;5072023;
3396;Panne Alectrique;Pompe;Faible;25.23;19122024;
3397;Fuite hydraulique;Convoyeur;AlevAe;14.17;14072023;Group
3398;DAfaillance capteur;Convoyeur;AlevAe;25.78;2052024;Ltd
3399;ProblAme de;Compresseur;Moyenne;12.49;3092023;
3400;Usure mAcanique;Convoyeur;Critique;22.3;18122024;
3402;DAfaut logiciel;Compresseur;Critique;41.66;30102024;
3406;Surchauffe moteur;Pompe;Faible;39.51;19062024;
3412;Surchauffe moteur;Pompe;Moyenne;46.55;30042024;
3414;DAfaut logiciel;Compresseur;Faible;10.23;15052024;
3418;Panne Alectrique;Pompe;Moyenne;3.42;21052024;
3420;ProblAme de;Convoyeur;Critique;29.66;6122023;
3424;Fuite hydraulique;Convoyeur;AlevAe;18.32;26092023;
3430;Panne pneumatique;Convoyeur;AlevAe;41.69;30092024;
3438;Panne pneumatique;Compresseur;AlevAe;17.72;17112024;
3442;ProblAme de;Convoyeur;AlevAe;25.54;31102024;
3443;Panne Alectrique;Pompe;Faible;38.77;29102024;Ltd
